name,phone_numbers,officialPhone,email,websites,officialWebsite,yearEstablished,facebookLink,twitterLink,linkedinLink,instagramLink,address_line1,address_line2,address_line3,address_city,address_stateOrRegion,address_zipOrPostcode,address_country,address_countryCode,facilityTypeId,operatorTypeId,affiliationTypeIds,description,numberDoctors,capacity,specialties,procedure,equipment,capability,recency_of_page_update,distinct_social_media_presence_count,affiliated_staff_presence,custom_logo_presence,number_of_facts_about_the_organization,post_metrics_most_recent_social_media_post_date,post_metrics_post_count,engagement_metrics_n_followers,engagement_metrics_n_likes,engagement_metrics_n_engagements,latitude,longitude
Aspire Clinics Dr Shreyas Magia & Dr Priyanka Magia,"[""+917720067581""]",+917720067581,info@aspireclinicsnagpur.com,"[""https://www.justdial.com/Nagpur/Aspire-Clinics-Dr-Shreyas-Magia-Dr-Priyanka-Magia-Opp-Arneja-Hospital-Ramdas-Peth/0712PX712-X712-181012073518-K1Z5_BZDET"",""aspireclinicsnagpur.com"",""https://aspireclinicsnagpur.com/""]",aspireclinicsnagpur.com,null,https://www.facebook.com/2273690762902347,null,null,null,"3, Rachana Society, Opp Arneja Hospital, Ramdas Peth","Ground Floor, Opposite Arneja Hospital",null,Nagpur,Maharashtra,440010,India,IN,clinic,private,null,"Aspire Clinics is a Psychiatric & Skin Care Center in Nagpur, offering treatment for skin care and psychological and psychiatric issues, and employing technologies like MnRF and lasers.",null,null,"[""childAndAdolescentPsychiatry"",""sleepMedicine"",""dermatology"",""familyMedicine"",""headacheMedicine"",""geriatricsInternalMedicine"",""addictionPsychiatry"",""painMedicinePMR"",""psychiatry"",""pediatricNeurodevelopmentalDisabilities"",""neuropsychiatry"",""cosmeticDermatology""]","[""Mole surgery"",""Thread lift (non-surgical face lift)"",""Dyslexia Screening Testing"",""Laser hair reduction"",""Counseling"",""MnRF-based scar revision for acne scars and chickenpox scars"",""Aptitude & Personality Testing"",""Stress & Depression Management"",""MnRF-based stretch mark removal"",""IQ & Psychological Testing"",""RF cautery for mole removal"",""Botulinum toxin injections and dermal fillers for wrinkles, jaw contouring, and hyperhidrosis"",""Behavioral Issues Treatment"",""Laser facial rejuvenation"",""RF cautery for skin tag removal"",""Platelet Rich Plasma (PRP) Therapy""]","[""Dermatology lasers used for skin care procedures"",""MnRF technology for microneedling radiofrequency""]","[""Dr. Shreyas Magia is a Consultant Psychiatrist & Counsellor at Aspire Clinics"",""Neuro Behavioural & Guidance Unit offering child/adolescent and geriatric psychiatric and psychological care"",""Dr. Priyanka Magia is a Consultant Dermatologist & Cosmetologist at Aspire Clinics"",""Dermo Aesthetic Unit offering cosmetic dermatology services including PRP therapy, laser hair reduction, laser facial rejuvenation, MnRF scar and stretch mark treatments, Botulinum toxin and dermal fillers, and Thread Lift"",""Aspire Clinics operates as a Psychiatric & Skin Care Center""]",null,3,TRUE,null,null,null,null,null,null,null,21.13467979,79.07471466
Aspire Dentistry,"[""+919567271549""]",+919567271549,aspiredentistry2024@gmail.com,"[""https://www.justdial.com/Malappuram/Aspire-Dentistry-Opp-Kfc-Perintalmanna/9999PX483-X483-240213104709-P8C8_BZDET"",""https://bharathlisting.com/listing/kerala/kerala/find-top-best-hospital-near-me/aspire-dentistry"",""aspiredentistry.in"",""https://aspiredentistry.in/"",""https://www.facebook.com/241979105670604""]",aspiredentistry.in,null,https://www.facebook.com/241979105670604,null,null,null,"Opp Kfc, Calicut Road",Calicut Road,null,Perintalmanna,Kerala,679322,India,IN,dentist,null,null,"Welcome to Aspire Dentistry, the best dental clinic in Perinthalmanna where your oral health and smiles are our top priorities. As a premier dental practice, we are commitment to excellence, providing comprehensive and personalized dental care that aligns with your needs. Our dedicated team of skilled professional will ensuring a comfortable and positive experience for every patient. We offer services, from preventive care to specialized treatments. Incorporating cutting-edge technology into modern dentistry, we empower patients through education and transparent communication.",null,null,"[""oralAndMaxillofacialSurgery"",""endodontics"",""dentistry""]","[""Offers laser dentistry"",""Performs wisdom tooth extraction"",""Provides root canal therapy (RCT)"",""Provides dental inlays and onlays"",""Provides oral and maxillofacial surgery"",""Provides dental laminates"",""Provides ceramic crowns and bridges""]",[],"[""Operates as a dental hospital""]",2024-05-30,4,TRUE,TRUE,null,2024-06-17,null,4,3,null,10.97670555,76.21861267
Aspire Medical Center,"[""+919170500100""]",+919170500100,aspiremahe@gmail.com,"[""https://www.facebook.com/345616592689436"",""http://www.aspiremedicalcenter.in/"",""aspiremedicalcenter.in""]",aspiremedicalcenter.in,null,https://www.facebook.com/345616592689436,null,null,null,Kallayi Chungam Near M.m School,null,null,Mahe,Puducherry,670612,India,IN,clinic,private,null,Aspire Medical center is the best solution for all dental and medical worries placed in Mahe.,null,null,"[""familyMedicine""]",null,null,null,null,null,null,null,null,null,null,null,null,null,11.88281918,75.52314758
Asraya Dental Clinic Kakkur,"[""+919383462219""]",+919383462219,dr.jasly@gmail.com,"[""asrayadentalclinic.com"",""http://asrayadentalclinic.com/"",""https://www.facebook.com/111422718352357""]",asrayadentalclinic.com,null,https://www.facebook.com/111422718352357,null,null,null,"Parnjayath Office, Opposite Kakkur",null,null,Kakkur,Kerala,673583,India,IN,clinic,private,null,complete solution for your dental oral and maxillofacial needs,null,null,"[""oralAndMaxillofacialSurgery"",""dentistry"",""familyMedicine""]",[],[],"[""Offers comprehensive dental, oral, and maxillofacial care""]",null,1,TRUE,FALSE,null,null,null,0,0,0,11.38433933,75.82246399
Assa Diagnostics & Nursing Home,"[""+918731882608"",""+913682224509""]",+913682224509,adnh@rediffmail.com,"[""https://www.facebook.com/assanursinghhome/"",""assanursinghome.in"",""https://www.facebook.com/TapiDarang123/posts/i-extend-my-sincere-gratitude-to-assa-diagnostics-nursing-home-pasighat-for-invi/736910566030163/"",""https://www.facebook.com/496196467487460"",""https://www.medindia.net/directories/hospitals/assa-diagnostics-and-nursing-home-east-siang-arunachal-pradesh-94749.htm"",""http://www.hospidigital.in/India/HealthcareServices_In_Arunachal_Pradesh"",""assanursing.com"",""https://assanursinghome.in/""]",assanursing.com,1994,https://www.facebook.com/496196467487460,null,null,null,High Region,null,null,Pasighat,Arunachal Pradesh,791102,India,IN,hospital,private,null,Inaugurated the new Super Specialty Block; first super specialty facility in East Siang district.,null,null,"[""pediatrics"",""neurology"",""ophthalmology"",""urology"",""emergencyMedicine"",""nephrology"",""otolaryngology"",""gynecologyAndObstetrics"",""internalMedicine"",""generalSurgery"",""pathology"",""dentistry""]","[""Performs urology surgeries including PCNL (kidney stones), URSL, and TURP (prostate)"",""Performs open surgeries including general surgery, ENT, obstetrics and gynaecology, and orthopaedics"",""Performs laparoscopic surgery including appendectomy, cholecystectomy (gallbladder removal), and hernia repairs"",""Provides 24/7 emergency care""]","[""Has a highly advanced on-site laboratory""]","[""Located in Pasighat, East Siang District, Arunachal Pradesh"",""Self-describes as providing compassionate care and trusted medical expertise"",""Private hospital located in East Siang, Arunachal Pradesh"",""Operates as a hospital and retirement and care home"",""Has specialists including surgeon, gynecologist, ENT, ophthalmologist, pathologist, urologist, nephrologist, neurologist, and medical staff in medicine"",""Provides 24/7 emergency care"",""Has a 24/7 on-site pharmacy"",""Accepts various insurance plans"",""Operates as a nursing home and hospital"",""Cares for East Siang district and surrounding districts in Arunachal Pradesh"",""Has pediatric specialists available"",""Has served the community for 29 years"",""Organizes a two-day free kidney health camp as part of the KDWOS initiative""]",null,5,TRUE,TRUE,null,2023-02-26,null,21,21,112,28.06801987,95.32212067
Associated Hospital Govt. Medical College Baramulla,"[""+911952236101""]",+911952236101,baramullahospital@gmail.com,"[""https://baramullahospital.com/"",""baramullahospital.com"",""https://www.facebook.com/303414486802748""]",baramullahospital.com,null,https://www.facebook.com/303414486802748,null,null,null,Kantbagh,null,null,Baramulla,Jammu And Kashmir,193104,India,IN,hospital,public,"[""government""]",A Government establishment formally recognized for its impeccable medical services the unit has been rendering to general public at affordable expenses.,null,null,"[""internalMedicine""]",[],[],"[""Government establishment providing medical services to the general public at affordable expenses.""]",null,1,TRUE,null,null,2021-02-27,null,8400,8300,null,34.2046814,74.36484528
Assomee Dental Clinic,"[""+918004540812""]",+918004540812,pallab_bds@yahoo.com,"[""https://www.justdial.com/Sonitpur/Dentists-in-Gohpur/nct-10156331"",""http://www.assomeedentalclinic.com/"",""https://www.facebook.com/992179404325391"",""https://chotu.com/local/dental-clinics-in-sonitpur-assam-india/ct-18419309/"",""assomeedentalclinic.com""]",assomeedentalclinic.com,null,https://www.facebook.com/992179404325391,null,null,null,Balipara Tezpur Rd,Near Police Point,null,Balipara,Assam,784101,India,IN,clinic,null,null,"Assomee Dental Clinic, Balipara Tezpur Rd, Balipara, Assam 784101, India.",null,null,"[""familyMedicine"",""dentistry""]","[""Provides preventive dental treatment""]",[],"[""Dentist & Dental Office"",""Has 6 years in healthcare"",""Assomee Dental Clinic operates as a dental clinic in Balipara, Sonitpur""]",null,1,null,null,null,null,null,3000,2900,null,26.82235146,92.78004456
Assure Family Dental Clinic,"[""+918080854898""]",+918080854898,assurefamilydc@gmail.com,"[""https://www.facebook.com/118547024636592""]",null,null,https://www.facebook.com/118547024636592,null,null,null,"Dr. Bhirange Clinic, Near Javade Hospital, Arvi Naka",null,null,Wardha,Maharashtra,442001,India,IN,clinic,null,null,Assure Family Dental Clinic – a dentist and dental office.,null,null,"[""familyMedicine""]",[],[],"[""Root canal specialist on team"",""Has an endodontist on staff""]",null,1,TRUE,null,null,2023-10-30,null,21,13,null,20.7552433,78.60167694
Assure Wellness Clinic and Diagnostics Center,"[""+916295507969"",""+918653337969""]",+916295507969,assurewellness.dgp@gmail.com,"[""https://assurewellness.in/contact-us/""]",null,null,https://www.facebook.com/110266158446633,null,null,null,Sagarika Hall Ground Floor,Sarada Pally,null,Durgapur,West Bengal,713213,India,IN,clinic,private,null,Assure Wellness Clinic and Diagnostics Center has been a leader in providing its clients with accurate diagnostic tests and other services. We are a team of skilled individuals who treat thousands of patients by performing various exams and diagnostic imaging.,null,null,"[""familyMedicine""]","[""Offers online appointment booking"",""Performs electrocardiography (ECG)"",""Provides polyclinic services"",""Performs ultrasonography (ultrasound) for diagnostic imaging"",""Performs echocardiography"",""Performs Holter monitoring"",""Offers home collection services for tests"",""Provides pathology testing""]",[],"[""Offers diagnostic imaging and pathology services"",""Offers pathology and polyclinic services"",""Provides home collection service for tests"",""Functions as a clinic and diagnostics center"",""Offers online appointment booking""]",null,null,null,null,null,null,null,null,null,null,23.55146217,87.28639984
Assured Care Plus Hospital,"[""+912532468786""]",null,null,"[""http://www.aplushospital.co.in/"",""https://www.policyx.com/health-insurance/network-hospitals/star-health-nashik-maharashtra/""]",http://www.aplushospital.co.in/,null,https://www.facebook.com/106750541637738,null,null,null,"5th Floor, Star Plus Complex, M.g. Road, Near Muktidham Mandir",null,null,Nashik,Maharashtra,422101,India,IN,hospital,private,null,null,null,null,"[""internalMedicine""]",[],[],"[""Assured Care Plus Hospital-Mauli Medical Sciences Pvt Ltd is listed as a Star Health Network Hospital in Nashik, Maharashtra"",""Star Health Network Hospital in Nashik, Maharashtra""]",null,null,null,null,null,null,null,null,null,null,19.94961929,73.83699799
Asten Lab Homeo & Allopathy,"[""+919072100938""]",null,null,"[""https://yappe.in/kerala/kottakkal/asten-lab-homeo-allopathy/865290"",""https://www.ohohomeopathy.com/homeopathy/homeopathy-clinics-in-kottakkal-kerala.php""]",null,null,https://www.facebook.com/1917537421834159,null,null,null,Vengara Rd,Kottakkal,null,Kottakkal,Kerala,676503,India,IN,clinic,null,null,"ASTEN LAB Homeo & Allopathy is a medical center located in Kottakkal, Kerala.",null,null,"[""familyMedicine"",""internalMedicine""]",[],[],"[""Has homeopathic medicines available on-site"",""Operates as a medical center offering Homeopathy and Allopathy care"",""Based in Kottakkal, Kerala"",""Provides homeopathy treatment and medicine"",""Homeopathy clinic"",""Located in Kottakkal, Kerala, India""]",null,4,TRUE,TRUE,null,null,null,null,null,null,11.00179195,76.00401306
"Asten Speciality Dental Clinics, Calicut","[""+919847609513""]",+919847609513,gracedentals88@gmail.com,"[""https://www.practo.com/kozhikode/clinic/asten-speciality-dental-clinics-calicut"",""gracedentals.com"",""https://www.justdial.com/Kozhikode/Dentists-For-Oral-Rehabilitation-in-Nadapuram/nct-10156331-att-hos1276"",""https://www.facebook.com/259370337555941"",""http://www.gracedentals.com/""]",gracedentals.com,null,https://www.facebook.com/259370337555941,null,null,null,Airport By Pass Road,Pantheerankavu Jct,6vj2+jm4,Kozhikode,Kerala,673633,India,IN,clinic,null,null,"Asten Speciality Dental Clinics is a Clinic in Calicut, Kozhikode.",null,null,"[""dentistry"",""familyMedicine""]",null,null,null,null,null,null,null,null,null,null,null,null,null,11.18182087,75.8717041
"Aster City Hospital and Uro Superspeciality Centre, Latur","[""+919404461556""]",+919404461556,gnyanesh76@gmail.com,"[""https://www.facebook.com/101965454868133""]",null,null,https://www.facebook.com/101965454868133,null,null,null,City Hospital& Uro Superspeciality Centr,null,null,Latur,Maharashtra,413512,India,IN,hospital,null,null,Its an exclusive Urology Hospital with all advanced endoscopic facilities including LASER treatment,null,null,"[""internalMedicine""]","[""Provides advanced endoscopic urology procedures"",""Offers LASER treatment as part of endoscopic urology services""]","[""Has advanced endoscopic facilities including LASER equipment""]","[""Exclusive urology hospital"",""Located in Latur, Maharashtra, India"",""Urology superspeciality centre""]",null,1,null,null,null,null,null,149,148,null,18.39735413,76.56660461
Aster Labs - Trichy,"[""+919680396803"",""09680396803""]",+919680396803,customer.care@asterlabs.in,"[""https://www.facebook.com/102561645822970"",""asterlabs.in"",""https://www.facebook.com/AsterLabs.in/posts/514404776926651"",""https://shuru.co.in/profile/slg-aster-labs-tiruchirappalli-laboratory-tamil-nadu-gtqyq"",""http://www.asterlabs.in/"",""https://addyp.com/listing/tamil-nadu/tennur-233/find-top-best-laboratories-near-me/aster-labs-tennur"",""https://www.asterlabs.in/"",""https://www.mappls.com/place-aster+labs-tennur-no+72-ground+floor-opposite+cauvery+hospital-patabiraman+pillai+road-tennur-tiruchirappalli-tamil+nadu-620017-izz563@zdata=MTAuODE2NjE0Kzc4LjY4MTQxOSsxNytpeno1NjMrKw==ed"",""http://asterlabs.in/""]",asterlabs.in,null,null,null,null,null,"Ground Floor, 72 Patabiraman Pillai Road","Opp To Cauvery Hospital, Tennur","Anna Nagar, Tennur, Tiruchirappalli, Tamil Nadu 620017",Tiruchirappalli,Tamil Nadu,620017,India,IN,clinic,null,null,Diagnostic Center,null,null,"[""pathology"",""familyMedicine""]","[""Provides diagnostic laboratory testing services""]",[],"[""Located in Tiruchirappalli (Trichy)"",""The Aster Labs network serves over 2,000,000 happy customers."",""Provides online test booking"",""Described by a customer as one of the best labs in Tiruchirappalli for medical tests"",""Aster Labs Trichy is described by a customer as one of the best labs in Tiruchirappalli for all medical tests."",""The network operates 13 clinics."",""The network operates 19 hospitals."",""The network operates 217 pharmacies."",""Professional laboratory"",""Affiliated with Aster DM Healthcare"",""Aster Labs Trichy is a diagnostic lab location in Tiruchirappalli."",""Offers diagnostic services and health check-up packages"",""21697 Asterians are part of the Aster Labs community."",""Operates as a diagnostic centre and pathology lab in Tennur, Tamil Nadu"",""Staff at Aster Labs Trichy are described as good and helpful by customers"",""Part of the Aster Labs national reference laboratory network"",""Aster Labs is a national reference laboratory network."",""Aster Labs is associated with Aster DM Healthcare."",""The network operates 243 labs.""]",2022-11-07,5,FALSE,TRUE,null,null,null,null,null,null,10.8166914,78.68145752
